inchi	smiles
InChI=1S/C4H9NO/c1-5-2-4(6)3-5/h4,6H,2-3H2,1H3	CN1CC(O)C1
InChI=1S/C4H8O2/c5-3-1-4(6)2-3/h3-6H,1-2H2	OC1CC(O)C1
InChI=1S/C6H10/c1-6-2-5(3-6)4-6/h5H,2-4H2,1H3	CC12CC(C1)C2
InChI=1S/C5H8O/c1-5-2-4(3-5)6-5/h4H,2-3H2,1H3	CC12CC(C1)O2
InChI=1S/C5H9N/c1-5-2-6(3-5)4-5/h2-4H2,1H3	CC12CN(C1)C2
InChI=1S/C5H8O/c6-5-1-4(2-5)3-5/h4,6H,1-3H2	OC12CC(C1)C2
InChI=1S/C4H7NO/c6-4-1-5(2-4)3-4/h6H,1-3H2	OC12CN(C1)C2
InChI=1S/C5H2O/c1-3-5(6)4-2/h1-2H	O=C(C#C)C#C
InChI=1S/C4HNO/c1-2-4(6)3-5/h1H	O=C(C#C)C#N
InChI=1S/C3N2O/c4-1-3(6)2-5	O=C(C#N)C#N
InChI=1S/C4H2O2/c1-2-4(6)3-5/h1,3H	O=CC(=O)C#C
InChI=1S/C3HNO2/c4-1-3(6)2-5/h2H	O=CC(=O)C#N
InChI=1S/C3H2O3/c4-1-3(6)2-5/h1-2H	O=CC(=O)C=O
InChI=1S/C6H6/c1-4-6(3)5-2/h1-2,6H,3H3	CC(C#C)C#C
InChI=1S/C5H5N/c1-3-5(2)4-6/h1,5H,2H3	CC(C#C)C#N
InChI=1S/C4H4N2/c1-4(2-5)3-6/h4H,1H3	CC(C#N)C#N
InChI=1S/C4H4N2/c1-2-4(6)3-5/h1,4H,6H2	NC(C#C)C#N
InChI=1S/C3H3N3/c4-1-3(6)2-5/h3H,6H2	NC(C#N)C#N
InChI=1S/C5H4O/c1-3-5(6)4-2/h1-2,5-6H	OC(C#C)C#C
InChI=1S/C4H3NO/c1-2-4(6)3-5/h1,4,6H	OC(C#C)C#N
InChI=1S/C3H2N2O/c4-1-3(6)2-5/h3,6H	OC(C#N)C#N
InChI=1S/C5H6O/c1-3-5(2)4-6/h1,4-5H,2H3	CC(C=O)C#C
InChI=1S/C4H5NO/c1-4(2-5)3-6/h3-4H,1H3	CC(C=O)C#N
InChI=1S/C4H4O2/c1-2-4(6)3-5/h1,3-4,6H	OC(C=O)C#C
InChI=1S/C3H3NO2/c4-1-3(6)2-5/h2-3,6H	OC(C=O)C#N
InChI=1S/C4H6O2/c1-4(2-5)3-6/h2-4H,1H3	CC(C=O)C=O
InChI=1S/C3H6N2O/c1-5(2-4)3-6/h2-4H,1H3	CN(C=N)C=O
InChI=1S/C3H5NO2/c1-4(2-5)3-6/h2-3H,1H3	CN(C=O)C=O
InChI=1S/C3H4O3/c4-1-3(6)2-5/h1-3,6H	OC(C=O)C=O
InChI=1S/C3H5N3/c1-6-3(5)2-4/h1H3,(H2,5,6)	CN=C(N)C#N
InChI=1S/C3H6N2O/c1-5-3(4)2-6/h2H,1H3,(H2,4,5)	CN=C(N)C=O
InChI=1S/C5H6O/c1-3-5(6)4-2/h1H,4H2,2H3	CCC(=O)C#C
InChI=1S/C4H5NO/c1-2-4(6)3-5/h2H2,1H3	CCC(=O)C#N
InChI=1S/C3H5N3/c1-6-3(5)2-4/h1H3,(H2,5,6)	CNC(=N)C#N
InChI=1S/C4H5NO/c1-3-4(6)5-2/h1H,2H3,(H,5,6)	CNC(=O)C#C
InChI=1S/C4H4O2/c1-3-4(5)6-2/h1H,2H3	COC(=O)C#C
InChI=1S/C3H3NO2/c1-6-3(5)2-4/h1H3	COC(=O)C#N
InChI=1S/C4H4O2/c1-2-4(6)3-5/h1,5H,3H2	OCC(=O)C#C
InChI=1S/C3H3NO2/c4-1-3(6)2-5/h5H,2H2	OCC(=O)C#N
InChI=1S/C4H6O2/c1-2-4(6)3-5/h3H,2H2,1H3	CCC(=O)C=O
InChI=1S/C3H6N2O/c1-5-3(4)2-6/h2H,1H3,(H2,4,5)	CNC(=N)C=O
InChI=1S/C3H5NO2/c1-4-3(6)2-5/h2H,1H3,(H,4,6)	CNC(=O)C=O
InChI=1S/C3H4O3/c1-6-3(5)2-4/h2H,1H3	COC(=O)C=O
InChI=1S/C3H4O3/c4-1-3(6)2-5/h1,5H,2H2	OCC(=O)C=O
InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3	CCC(=O)CC
InChI=1S/C4H8O2/c1-2-4(6)3-5/h5H,2-3H2,1H3	CCC(=O)CO
InChI=1S/C4H9NO/c1-3-4(6)5-2/h3H2,1-2H3,(H,5,6)	CCC(=O)NC
InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3	CCC(=O)OC
InChI=1S/C3H7NO2/c1-4-3(6)2-5/h5H,2H2,1H3,(H,4,6)	CNC(=O)CO
InChI=1S/C3H8N2O/c1-4-3(6)5-2/h1-2H3,(H2,4,5,6)	CNC(=O)NC
InChI=1S/C3H7NO2/c1-4-3(5)6-2/h1-2H3,(H,4,5)	CNC(=O)OC
InChI=1S/C3H7NO2/c1-6-3(5)2-4/h2,4H2,1H3	COC(=O)CN
InChI=1S/C3H6O3/c1-6-3(5)2-4/h4H,2H2,1H3	COC(=O)CO
InChI=1S/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2	OCC(=O)CO
InChI=1S/C5H8O/c1-3-5(2)4-6/h1,5-6H,4H2,2H3	CC(CO)C#C
InChI=1S/C4H7NO/c1-4(2-5)3-6/h4,6H,3H2,1H3	CC(CO)C#N
InChI=1S/C6H10/c1-4-6(3)5-2/h1,6H,5H2,2-3H3	CCC(C)C#C
InChI=1S/C5H9N/c1-3-5(2)4-6/h5H,3H2,1-2H3	CCC(C)C#N
InChI=1S/C4H8N2/c1-2-4(6)3-5/h4H,2,6H2,1H3	CCC(N)C#N
InChI=1S/C5H8O/c1-3-5(6)4-2/h1,5-6H,4H2,2H3	CCC(O)C#C
InChI=1S/C4H7NO/c1-2-4(6)3-5/h4,6H,2H2,1H3	CCC(O)C#N
InChI=1S/C4H8N2/c1-4(3-5)6-2/h4,6H,1-2H3	CNC(C)C#N
InChI=1S/C5H8O/c1-4-5(2)6-3/h1,5H,2-3H3	COC(C)C#C
InChI=1S/C4H7NO/c1-4(3-5)6-2/h4H,1-2H3	COC(C)C#N
InChI=1S/C3H6N2O/c4-1-3(5)2-6/h3,6H,2,5H2	NC(CO)C#N
InChI=1S/C3H7N3/c4-1-3(6)2-5/h3H,1,4,6H2	NCC(N)C#N
InChI=1S/C3H6N2O/c4-1-3(6)2-5/h3,6H,1,4H2	NCC(O)C#N
InChI=1S/C4H6O2/c1-2-4(6)3-5/h1,4-6H,3H2	OCC(O)C#C
InChI=1S/C3H5NO2/c4-1-3(6)2-5/h3,5-6H,2H2	OCC(O)C#N
InChI=1S/C4H8O2/c1-4(2-5)3-6/h2,4,6H,3H2,1H3	CC(CO)C=O
InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3	CCC(C)C=O
InChI=1S/C4H8O2/c1-2-4(6)3-5/h3-4,6H,2H2,1H3	CCC(O)C=O
InChI=1S/C4H9NO/c1-3-5(2)4-6/h4H,3H2,1-2H3	CCN(C)C=O
InChI=1S/C4H8O2/c1-4(3-5)6-2/h3-4H,1-2H3	COC(C)C=O
InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2	OCC(O)C=O
InChI=1S/C4H10O2/c1-4(2-5)3-6/h4-6H,2-3H2,1H3	CC(CO)CO
InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3	CCC(C)CC
InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3	CCC(C)CO
InChI=1S/C5H12O/c1-4-5(2)6-3/h5H,4H2,1-3H3	CCC(C)OC
InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3	CCC(O)CC
InChI=1S/C4H10O2/c1-2-4(6)3-5/h4-6H,2-3H2,1H3	CCC(O)CO
InChI=1S/C4H10O2/c1-4(3-5)6-2/h4-5H,3H2,1-2H3	COC(C)CO
InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2	OCC(O)CO
InChI=1S/C6H8/c1-3-6(2)4-5-6/h1H,4-5H2,2H3	CC1(CC1)C#C
InChI=1S/C5H7N/c1-5(4-6)2-3-5/h2-3H2,1H3	CC1(CC1)C#N
InChI=1S/C5H7N/c1-3-5(2)4-6-5/h1,6H,4H2,2H3	CC1(CN1)C#C
InChI=1S/C4H6N2/c1-4(2-5)3-6-4/h6H,3H2,1H3	CC1(CN1)C#N
InChI=1S/C5H6O/c1-3-5(2)4-6-5/h1H,4H2,2H3	CC1(CO1)C#C
InChI=1S/C4H5NO/c1-4(2-5)3-6-4/h3H2,1H3	CC1(CO1)C#N
InChI=1S/C4H6N2/c5-3-4(6)1-2-4/h1-2,6H2	NC1(CC1)C#N
InChI=1S/C5H6O/c1-2-5(6)3-4-5/h1,6H,3-4H2	OC1(CC1)C#C
InChI=1S/C4H5NO/c5-3-4(6)1-2-4/h6H,1-2H2	OC1(CC1)C#N
InChI=1S/C5H8O/c1-5(4-6)2-3-5/h4H,2-3H2,1H3	CC1(CC1)C=O
InChI=1S/C4H7NO/c1-4(3-6)2-5-4/h3,5H,2H2,1H3	CC1(CN1)C=O
InChI=1S/C4H6O2/c1-4(2-5)3-6-4/h2H,3H2,1H3	CC1(CO1)C=O
InChI=1S/C4H6O2/c5-3-4(6)1-2-4/h3,6H,1-2H2	OC1(CC1)C=O
InChI=1S/C5H10O/c1-5(4-6)2-3-5/h6H,2-4H2,1H3	CC1(CO)CC1
InChI=1S/C4H9NO/c1-4(3-6)2-5-4/h5-6H,2-3H2,1H3	CC1(CO)CN1
InChI=1S/C4H8O2/c1-4(2-5)3-6-4/h5H,2-3H2,1H3	CC1(CO)CO1
InChI=1S/C6H12/c1-3-6(2)4-5-6/h3-5H2,1-2H3	CCC1(C)CC1
InChI=1S/C5H10O/c1-3-5(2)4-6-5/h3-4H2,1-2H3	CCC1(C)CO1
InChI=1S/C5H10O/c1-2-5(6)3-4-5/h6H,2-4H2,1H3	CCC1(O)CC1
InChI=1S/C5H10O/c1-5(6-2)3-4-5/h3-4H2,1-2H3	COC1(C)CC1
InChI=1S/C4H8O2/c5-3-4(6)1-2-4/h5-6H,1-3H2	OCC1(O)CC1
InChI=1S/C5H8O/c1-4-2-3-5(4)6/h4H,2-3H2,1H3	CC1CCC1=O
InChI=1S/C4H7NO/c1-3-2-5-4(3)6/h3H,2H2,1H3,(H,5,6)	CC1CNC1=O
InChI=1S/C4H7NO/c1-3-2-6-4(3)5/h3,5H,2H2,1H3	CC1COC1=N
InChI=1S/C4H6O2/c1-3-2-6-4(3)5/h3H,2H2,1H3	CC1COC1=O
InChI=1S/C4H7NO/c1-3-4(6)2-5-3/h3,5H,2H2,1H3	CC1NCC1=O
InChI=1S/C4H6O2/c1-3-4(5)2-6-3/h3H,2H2,1H3	CC1OCC1=O
InChI=1S/C4H7NO/c1-5-3-2-4(5)6/h2-3H2,1H3	CN1CCC1=O
InChI=1S/C3H6N2O/c4-2-1-6-3(2)5/h2,5H,1,4H2	NC1COC1=N
InChI=1S/C3H5NO2/c4-2-1-6-3(2)5/h2H,1,4H2	NC1COC1=O
InChI=1S/C4H6O2/c5-3-1-2-4(3)6/h3,5H,1-2H2	OC1CCC1=O
InChI=1S/C3H5NO2/c5-2-1-4-3(2)6/h2,5H,1H2,(H,4,6)	OC1CNC1=O
InChI=1S/C3H5NO2/c4-3-2(5)1-6-3/h2,4-5H,1H2	OC1COC1=N
InChI=1S/C3H4O3/c4-2-1-6-3(2)5/h2,4H,1H2	OC1COC1=O
InChI=1S/C6H12/c1-5-3-4-6(5)2/h5-6H,3-4H2,1-2H3	CC1CCC1C
InChI=1S/C5H10O/c1-4-2-3-5(4)6/h4-6H,2-3H2,1H3	CC1CCC1O
InChI=1S/C5H10O/c1-4-3-6-5(4)2/h4-5H,3H2,1-2H3	CC1COC1C
InChI=1S/C4H8O2/c1-3-4(5)2-6-3/h3-5H,2H2,1H3	CC1OCC1O
InChI=1S/C4H8O2/c5-3-1-2-4(3)6/h3-6H,1-2H2	OC1CCC1O
InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h2H,1H2,(H2,4,5,6)	N=C1CN=CN1
InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-2H,3-4H2	O=C1CC=CC1
InChI=1S/C4H5NO/c6-4-2-1-3-5-4/h1,3H,2H2,(H,5,6)	O=C1CC=CN1
InChI=1S/C3H4N2O/c6-3-1-4-2-5-3/h2H,1H2,(H,4,5,6)	O=C1CN=CN1
InChI=1S/C3H3NO2/c5-3-1-4-2-6-3/h2H,1H2	O=C1CN=CO1
InChI=1S/C4H5NO/c5-4-2-1-3-6-4/h1-2,5H,3H2	N=C1OCC=C1
InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1,3H,2,4H2	O=C1CCC=C1
InChI=1S/C4H5NO/c6-4-2-1-3-5-4/h1-2H,3H2,(H,5,6)	O=C1NCC=C1
InChI=1S/C4H7NO/c5-4-2-1-3-6-4/h5H,1-3H2	N=C1CCCO1
InChI=1S/C3H5NO2/c4-3-1-5-2-6-3/h4H,1-2H2	N=C1COCO1
InChI=1S/C3H5NO2/c4-3-5-1-2-6-3/h4H,1-2H2	N=C1OCCO1
InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2	O=C1CCCC1
InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)	O=C1CCCN1
InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2	O=C1CCCO1
InChI=1S/C4H6O2/c5-4-1-2-6-3-4/h1-3H2	O=C1CCOC1
InChI=1S/C3H4O3/c4-3-1-5-2-6-3/h1-2H2	O=C1COCO1
InChI=1S/C3H6N2O/c6-3-4-1-2-5-3/h1-2H2,(H2,4,5,6)	O=C1NCCN1
InChI=1S/C3H5NO2/c5-3-4-1-2-6-3/h1-2H2,(H,4,5)	O=C1NCCO1
InChI=1S/C3H4O3/c4-3-5-1-2-6-3/h1-2H2	O=C1OCCO1
InChI=1S/C6H10/c1-6-4-2-3-5-6/h4H,2-3,5H2,1H3	CC1=CCCC1
InChI=1S/C5H8O/c1-5-2-3-6-4-5/h2H,3-4H2,1H3	CC1=CCOC1
InChI=1S/C4H7NO/c1-4-5-2-3-6-4/h2-3H2,1H3	CC1=NCCO1
InChI=1S/C6H10/c1-6-4-2-3-5-6/h2-3,6H,4-5H2,1H3	CC1CC=CC1
InChI=1S/C4H7NO/c1-4-2-5-3-6-4/h3-4H,2H2,1H3	CC1CN=CO1
InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-2,5-6H,3-4H2	OC1CC=CC1
InChI=1S/C6H10/c1-6-4-2-3-5-6/h2,4,6H,3,5H2,1H3	CC1CCC=C1
InChI=1S/C4H7NO/c1-4-2-6-3-5-4/h3-4H,2H2,1H3	CC1COC=N1
InChI=1S/C5H8O/c1-5-3-2-4-6-5/h2-3,5H,4H2,1H3	CC1OCC=C1
InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1,3,5-6H,2,4H2	OC1CCC=C1
InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3	CC1CCCC1
InChI=1S/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3	CC1CCCO1
InChI=1S/C5H10O/c1-5-2-3-6-4-5/h5H,2-4H2,1H3	CC1CCOC1
InChI=1S/C4H8O2/c1-4-2-5-3-6-4/h4H,2-3H2,1H3	CC1COCO1
InChI=1S/C4H8O2/c1-4-5-2-3-6-4/h4H,2-3H2,1H3	CC1OCCO1
InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2	OC1CCCC1
InChI=1S/C4H8O2/c5-4-1-2-6-3-4/h4-5H,1-3H2	OC1CCOC1
InChI=1S/C6H12/c1-4-5(2)6(4)3/h4-6H,1-3H3	CC1C(C)C1C
InChI=1S/C5H10O/c1-3-4(2)5(3)6/h3-6H,1-2H3	CC1C(C)C1O
InChI=1S/C5H11N/c1-4-5(2)6(4)3/h4-5H,1-3H3	CC1C(C)N1C
InChI=1S/C4H8O2/c1-2-3(5)4(2)6/h2-6H,1H3	CC1C(O)C1O
InChI=1S/C3H6O3/c4-1-2(5)3(1)6/h1-6H	OC1C(O)C1O
InChI=1S/C6H10/c1-6-3-2-5(6)4-6/h5H,2-4H2,1H3	CC12CC1CC2
InChI=1S/C5H8O/c1-5-2-4(5)3-6-5/h4H,2-3H2,1H3	CC12CC1CO2
InChI=1S/C5H8O/c1-5-2-4(5)6-3-5/h4H,2-3H2,1H3	CC12CC1OC2
InChI=1S/C5H8O/c1-5-3-2-4(5)6-5/h4H,2-3H2,1H3	CC12CCC1O2
InChI=1S/C5H8O/c6-5-2-1-4(5)3-5/h4,6H,1-3H2	OC12CC1CC2
InChI=1S/C4H6O2/c5-4-1-3(4)6-2-4/h3,5H,1-2H2	OC12CC1OC2
InChI=1S/C6H2/c1-3-5-6-4-2/h1-2H	C#CC#CC#C
InChI=1S/C5HN/c1-2-3-4-5-6/h1H	C#CC#CC#N
InChI=1S/C4N2/c5-3-1-2-4-6	N#CC#CC#N
InChI=1S/C6H6/c1-3-5-6-4-2/h1-2H,5-6H2	C#CCCC#C
InChI=1S/C5H5N/c1-2-3-4-5-6/h1H,3-4H2	C#CCCC#N
InChI=1S/C4H4N2/c5-3-1-2-4-6/h1-2H2	N#CCCC#N
InChI=1S/C5H2O/c1-2-3-4-5-6/h1,5H	O=CC#CC#C
InChI=1S/C4HNO/c5-3-1-2-4-6/h4H	O=CC#CC#N
InChI=1S/C4H2O2/c5-3-1-2-4-6/h3-4H	O=CC#CC=O
InChI=1S/C4H5NO/c1-2-3-6-4-5/h1,4-5H,3H2	N=COCC#C
InChI=1S/C3H4N2O/c4-1-2-6-3-5/h3,5H,2H2	N=COCC#N
InChI=1S/C5H6O/c1-2-3-4-5-6/h1,5H,3-4H2	O=CCCC#C
InChI=1S/C4H5NO/c5-3-1-2-4-6/h4H,1-2H2	O=CCCC#N
InChI=1S/C4H5NO/c1-2-3-5-4-6/h1,4H,3H2,(H,5,6)	O=CNCC#C
InChI=1S/C3H4N2O/c4-1-2-5-3-6/h3H,2H2,(H,5,6)	O=CNCC#N
InChI=1S/C4H4O2/c1-2-3-6-4-5/h1,4H,3H2	O=COCC#C
InChI=1S/C3H3NO2/c4-1-2-6-3-5/h3H,2H2	O=COCC#N
InChI=1S/C3H5NO2/c4-3-6-2-1-5/h1,3-4H,2H2	N=COCC=O
InChI=1S/C4H6O2/c5-3-1-2-4-6/h3-4H,1-2H2	O=CCCC=O
InChI=1S/C3H5NO2/c5-2-1-4-3-6/h2-3H,1H2,(H,4,6)	O=CCNC=O
InChI=1S/C3H4O3/c4-1-2-6-3-5/h1,3H,2H2	O=CCOC=O
InChI=1S/C6H6/c1-3-5-6-4-2/h1-2H3	CC#CC#CC
InChI=1S/C5H5N/c1-2-3-4-5-6/h4H2,1H3	CC#CCC#N
InChI=1S/C5H6O/c1-2-3-4-5-6/h5H,4H2,1H3	CC#CCC=O
InChI=1S/C3H6N2O/c1-4-2-5-3-6/h2-3H,1H3,(H,4,5,6)	CN=CNC=O
InChI=1S/C3H5NO2/c1-4-2-6-3-5/h2-3H,1H3	CN=COC=O
InChI=1S/C6H6/c1-3-5-6-4-2/h1H,4H2,2H3	CCC#CC#C
InChI=1S/C5H5N/c1-2-3-4-5-6/h2H2,1H3	CCC#CC#N
InChI=1S/C5H4O/c1-2-3-4-5-6/h1,6H,5H2	OCC#CC#C
InChI=1S/C4H3NO/c5-3-1-2-4-6/h6H,4H2	OCC#CC#N
InChI=1S/C5H6O/c1-2-3-4-5-6/h5H,2H2,1H3	CCC#CC=O
InChI=1S/C4H4O2/c5-3-1-2-4-6/h3,6H,4H2	OCC#CC=O
InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H2,1-2H3	CCC#CCC
InChI=1S/C5H8O/c1-2-3-4-5-6/h6H,2,5H2,1H3	CCC#CCO
InChI=1S/C4H6O2/c5-3-1-2-4-6/h5-6H,3-4H2	OCC#CCO
InChI=1S/C4H9NO/c1-3-5-4-6-2/h4H,3H2,1-2H3	CCN=COC
InChI=1S/C5H8O/c1-2-3-4-5-6/h6H,4-5H2,1H3	CC#CCCO
InChI=1S/C6H10/c1-3-5-6-4-2/h3,5H2,1-2H3	CCCC#CC
InChI=1S/C5H8O/c1-3-4-5-6-2/h5H2,1-2H3	COCC#CC
InChI=1S/C4H9NO/c1-3-6-4-5-2/h4H,3H2,1-2H3	CCOC=NC
InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3	CCCCC#C
InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3	CCCCC#N
InChI=1S/C4H8N2/c1-2-6-4-3-5/h6H,2,4H2,1H3	CCNCC#N
InChI=1S/C5H8O/c1-3-5-6-4-2/h1H,4-5H2,2H3	CCOCC#C
InChI=1S/C4H7NO/c1-2-6-4-3-5/h2,4H2,1H3	CCOCC#N
InChI=1S/C5H8O/c1-3-4-5-6-2/h1H,4-5H2,2H3	COCCC#C
InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3	COCCC#N
InChI=1S/C5H8O/c1-2-3-4-5-6/h1,6H,3-5H2	OCCCC#C
InChI=1S/C4H7NO/c5-3-1-2-4-6/h6H,1-2,4H2	OCCCC#N
InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3	CCCCC=O
InChI=1S/C4H9NO/c1-2-3-5-4-6/h4H,2-3H2,1H3,(H,5,6)	CCCNC=O
InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3	CCCOC=O
InChI=1S/C4H8O2/c1-2-6-4-3-5/h3H,2,4H2,1H3	CCOCC=O
InChI=1S/C4H8O2/c1-6-4-2-3-5/h3H,2,4H2,1H3	COCCC=O
InChI=1S/C4H8O2/c5-3-1-2-4-6/h3,6H,1-2,4H2	OCCCC=O
InChI=1S/C3H7NO2/c5-2-1-4-3-6/h3,5H,1-2H2,(H,4,6)	OCCNC=O
InChI=1S/C3H7NO2/c4-3-6-2-1-5/h3-5H,1-2H2	OCCOC=N
InChI=1S/C3H6O3/c4-1-2-6-3-5/h3-4H,1-2H2	OCCOC=O
InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3	CCCCCC
InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3	CCCCCO
InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3	CCCCOC
InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3	CCCOCC
InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3	CCOCCO
InChI=1S/C4H10O2/c1-6-4-2-3-5/h5H,2-4H2,1H3	COCCCO
InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3	COCCOC
InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2	OCCCCO
InChI=1S/C6H8/c1-2-6-4-3-5-6/h1,6H,3-5H2	C#CC1CCC1
InChI=1S/C5H6O/c1-2-5-3-4-6-5/h1,5H,3-4H2	C#CC1CCO1
InChI=1S/C5H6O/c1-2-5-3-6-4-5/h1,5H,3-4H2	C#CC1COC1
InChI=1S/C5H7N/c6-4-5-2-1-3-5/h5H,1-3H2	N#CC1CCC1
InChI=1S/C4H6N2/c5-3-4-1-2-6-4/h4,6H,1-2H2	N#CC1CCN1
InChI=1S/C4H5NO/c5-3-4-1-2-6-4/h4H,1-2H2	N#CC1CCO1
InChI=1S/C4H5NO/c5-1-4-2-6-3-4/h4H,2-3H2	N#CC1COC1
InChI=1S/C5H8O/c6-4-5-2-1-3-5/h4-5H,1-3H2	O=CC1CCC1
InChI=1S/C4H6O2/c5-3-4-1-2-6-4/h3-4H,1-2H2	O=CC1CCO1
InChI=1S/C4H6O2/c5-1-4-2-6-3-4/h1,4H,2-3H2	O=CC1COC1
InChI=1S/C4H7NO/c6-4-5-2-1-3-5/h4H,1-3H2	O=CN1CCC1
InChI=1S/C4H7NO/c1-5-4-2-3-6-4/h2-3H2,1H3	CN=C1CCO1
InChI=1S/C6H12/c1-2-6-4-3-5-6/h6H,2-5H2,1H3	CCC1CCC1
InChI=1S/C5H10O/c1-2-5-3-4-6-5/h5H,2-4H2,1H3	CCC1CCO1
InChI=1S/C5H10O/c1-2-5-3-6-4-5/h5H,2-4H2,1H3	CCC1COC1
InChI=1S/C5H10O/c1-6-5-3-2-4-5/h5H,2-4H2,1H3	COC1CCC1
InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3	COC1COC1
InChI=1S/C5H10O/c6-4-5-2-1-3-5/h5-6H,1-4H2	OCC1CCC1
InChI=1S/C4H8O2/c5-3-4-1-2-6-4/h4-5H,1-3H2	OCC1CCO1
InChI=1S/C4H8O2/c5-1-4-2-6-3-4/h4-5H,1-3H2	OCC1COC1
InChI=1S/C6H8/c1-2-3-6-4-5-6/h1,6H,3-5H2	C#CCC1CC1
InChI=1S/C5H6O/c1-2-3-5-4-6-5/h1,5H,3-4H2	C#CCC1CO1
InChI=1S/C5H7N/c1-2-3-6-4-5-6/h1H,3-5H2	C#CCN1CC1
InChI=1S/C5H7N/c6-4-3-5-1-2-5/h5H,1-3H2	N#CCC1CC1
InChI=1S/C4H6N2/c5-2-1-4-3-6-4/h4,6H,1,3H2	N#CCC1CN1
InChI=1S/C4H5NO/c5-2-1-4-3-6-4/h4H,1,3H2	N#CCC1CO1
InChI=1S/C4H6N2/c5-1-2-6-3-4-6/h2-4H2	N#CCN1CC1
InChI=1S/C4H7NO/c5-3-6-4-1-2-4/h3-5H,1-2H2	N=COC1CC1
InChI=1S/C5H8O/c6-4-3-5-1-2-5/h4-5H,1-3H2	O=CCC1CC1
InChI=1S/C4H7NO/c6-2-1-4-3-5-4/h2,4-5H,1,3H2	O=CCC1CN1
InChI=1S/C4H6O2/c5-2-1-4-3-6-4/h2,4H,1,3H2	O=CCC1CO1
InChI=1S/C4H7NO/c6-4-3-5-1-2-5/h4H,1-3H2	O=CCN1CC1
InChI=1S/C4H7NO/c6-3-5-4-1-2-4/h3-4H,1-2H2,(H,5,6)	O=CNC1CC1
InChI=1S/C4H6O2/c5-3-6-4-1-2-4/h3-4H,1-2H2	O=COC1CC1
InChI=1S/C6H8/c1-2-3-6-4-5-6/h6H,4-5H2,1H3	CC#CC1CC1
InChI=1S/C5H7N/c1-2-3-5-4-6-5/h5-6H,4H2,1H3	CC#CC1CN1
InChI=1S/C5H6O/c1-2-3-5-4-6-5/h5H,4H2,1H3	CC#CC1CO1
InChI=1S/C6H12/c1-2-3-6-4-5-6/h6H,2-5H2,1H3	CCCC1CC1
InChI=1S/C5H10O/c1-2-3-5-4-6-5/h5H,2-4H2,1H3	CCCC1CO1
InChI=1S/C5H11N/c1-2-3-6-4-5-6/h2-5H2,1H3	CCCN1CC1
InChI=1S/C5H10O/c1-2-6-5-3-4-5/h5H,2-4H2,1H3	CCOC1CC1
InChI=1S/C5H10O/c1-6-4-5-2-3-5/h5H,2-4H2,1H3	COCC1CC1
InChI=1S/C4H9NO/c1-6-3-4-2-5-4/h4-5H,2-3H2,1H3	COCC1CN1
InChI=1S/C4H8O2/c1-5-2-4-3-6-4/h4H,2-3H2,1H3	COCC1CO1
InChI=1S/C5H10O/c6-4-3-5-1-2-5/h5-6H,1-4H2	OCCC1CC1
InChI=1S/C4H8O2/c5-2-1-4-3-6-4/h4-5H,1-3H2	OCCC1CO1
